5.043790500000000000e+06,6.746172000000000000e+06,2.423130200000000000e+07,-2.732698800000000000e+07,4.914387600000000000e+07,4.069238800000000000e+07,3.662279360000000000e+08,-3.063277200000000000e+07,-5.205376000000000000e+07,6.695907200000000000e+07,9.573024000000000000e+06,-8.309852000000000000e+07,-6.980969500000000000e+06,-1.523383200000000000e+07,-7.433073600000000000e+07,1.285575300000000000e+07
5.863897500000000000e+06,4.566420500000000000e+06,1.129679300000000000e+07,-1.332214600000000000e+07,1.817575800000000000e+07,1.814809800000000000e+07,1.473492640000000000e+08,-1.019743200000000000e+07,-2.173404600000000000e+07,2.616393400000000000e+07,8.123658000000000000e+06,-3.475914000000000000e+07,-1.962153250000000000e+06,-2.604380500000000000e+06,-3.171122400000000000e+07,7.148370000000000000e+06
4.520876500000000000e+06,4.491471500000000000e+06,1.370955800000000000e+07,-1.573711700000000000e+07,2.555709400000000000e+07,2.263221200000000000e+07,1.963241920000000000e+08,-1.539288000000000000e+07,-2.825121200000000000e+07,3.548961600000000000e+07,7.153676500000000000e+06,-4.512610800000000000e+07,-3.336707000000000000e+06,-6.483987500000000000e+06,-4.065806800000000000e+07,7.821648500000000000e+06
4.987805000000000000e+06,6.122409000000000000e+06,2.113598600000000000e+07,-2.393340600000000000e+07,4.207343600000000000e+07,3.535642000000000000e+07,3.158538240000000000e+08,-2.603554200000000000e+07,-4.498440800000000000e+07,5.756526400000000000e+07,8.963129000000000000e+06,-7.181776000000000000e+07,-5.873477000000000000e+06,-1.253433400000000000e+07,-6.434274400000000000e+07,1.140696700000000000e+07
4.796809000000000000e+06,6.404690500000000000e+06,2.298828800000000000e+07,-2.592658800000000000e+07,4.660753600000000000e+07,3.860201600000000000e+07,3.479002560000000000e+08,-2.904728600000000000e+07,-4.938224400000000000e+07,6.351702000000000000e+07,9.093915000000000000e+06,-7.882443200000000000e+07,-6.619740500000000000e+06,-1.443687600000000000e+07,-7.050752800000000000e+07,1.220012500000000000e+07
5.067606500000000000e+06,5.150176500000000000e+06,1.596198300000000000e+07,-1.829044400000000000e+07,3.002020200000000000e+07,2.639665600000000000e+07,2.296371680000000000e+08,-1.815003200000000000e+07,-3.303093400000000000e+07,4.159799600000000000e+07,8.124821500000000000e+06,-5.276148000000000000e+07,-3.956507750000000000e+06,-7.800592500000000000e+06,-4.750248400000000000e+07,9.042292000000000000e+06
4.953118000000000000e+06,5.954975000000000000e+06,2.034591800000000000e+07,-2.306395400000000000e+07,4.029610800000000000e+07,3.399923200000000000e+07,3.030285440000000000e+08,-2.488588600000000000e+07,-4.319330800000000000e+07,5.519502000000000000e+07,8.786281000000000000e+06,-6.896115200000000000e+07,-5.598060000000000000e+06,-1.187145800000000000e+07,-6.181050000000000000e+07,1.103048400000000000e+07
4.473188000000000000e+06,5.244083500000000000e+06,1.768506400000000000e+07,-2.007537800000000000e+07,3.479990400000000000e+07,2.951340400000000000e+07,2.623619840000000000e+08,-2.143608200000000000e+07,-3.742443200000000000e+07,4.773655200000000000e+07,7.812105000000000000e+06,-5.975232400000000000e+07,-4.804347000000000000e+06,-1.010389900000000000e+07,-5.358620000000000000e+07,9.643061000000000000e+06
4.917621000000000000e+06,7.076083000000000000e+06,2.619383200000000000e+07,-2.945134000000000000e+07,5.384535200000000000e+07,4.411338400000000000e+07,3.997563200000000000e+08,-3.373519600000000000e+07,-5.665956400000000000e+07,7.315696800000000000e+07,9.790911000000000000e+06,-9.043621600000000000e+07,-7.743824000000000000e+06,-1.715211200000000000e+07,-8.079868000000000000e+07,1.372122700000000000e+07
4.934431000000000000e+06,5.339965000000000000e+06,1.721718600000000000e+07,-1.964047800000000000e+07,3.309778000000000000e+07,2.859690000000000000e+07,2.513858240000000000e+08,-2.019530400000000000e+07,-3.601392000000000000e+07,4.563669600000000000e+07,8.209545500000000000e+06,-5.751379200000000000e+07,-4.463602000000000000e+06,-9.094647000000000000e+06,-5.168318400000000000e+07,9.578521000000000000e+06
