-9.805249023437500000e+02,6.926339721679687500e+01,1.118661376953125000e+03,-1.741573730468750000e+03,3.242511718750000000e+03,2.320954833984375000e+03,3.647223876953125000e+03,-2.963224121093750000e+03,-1.440786254882812500e+03,2.052761230468750000e+03,-5.871144409179687500e+02,-3.855866455078125000e+03,-3.037724914550781250e+02,-3.444773925781250000e+03,-4.592094726562500000e+03,4.956184082031250000e+02
2.928389453125000000e+04,2.053046562500000000e+05,1.120058007812500000e+04,-1.121552929687500000e+04,-1.873660156250000000e+03,7.189148437500000000e+03,1.593177246093750000e+03,3.753240722656250000e+03,-4.975706054687500000e+03,-1.740247192382812500e+03,5.519528125000000000e+04,-4.865550292968750000e+03,2.113241406250000000e+04,5.793758300781250000e+03,-5.686042968750000000e+03,3.074340234375000000e+04
1.778075976562500000e+04,1.314597187500000000e+05,8.264559570312500000e+03,-8.884664062500000000e+03,1.978425537109375000e+03,6.875595703125000000e+03,4.593960449218750000e+03,-5.017241210937500000e+02,-4.596503906250000000e+03,8.982402343750000000e+02,3.474952343750000000e+04,-6.892462890625000000e+03,1.322724218750000000e+04,3.321118164062500000e+02,-8.139230468750000000e+03,2.016148828125000000e+04
2.928389453125000000e+04,2.053046562500000000e+05,1.120058007812500000e+04,-1.121552929687500000e+04,-1.873660156250000000e+03,7.189148437500000000e+03,1.593177246093750000e+03,3.753240722656250000e+03,-4.975706054687500000e+03,-1.740247192382812500e+03,5.519528125000000000e+04,-4.865550292968750000e+03,2.113241406250000000e+04,5.793758300781250000e+03,-5.686042968750000000e+03,3.074340234375000000e+04
2.928389453125000000e+04,2.053046562500000000e+05,1.120058007812500000e+04,-1.121552929687500000e+04,-1.873660156250000000e+03,7.189148437500000000e+03,1.593177246093750000e+03,3.753240722656250000e+03,-4.975706054687500000e+03,-1.740247192382812500e+03,5.519528125000000000e+04,-4.865550292968750000e+03,2.113241406250000000e+04,5.793758300781250000e+03,-5.686042968750000000e+03,3.074340234375000000e+04
5.865528125000000000e+04,4.106031562500000000e+05,2.230121484375000000e+04,-2.227549218750000000e+04,-4.036970214843750000e+03,1.417112890625000000e+04,2.860819335937500000e+03,7.771012207031250000e+03,-9.822792968750000000e+03,-3.663611328125000000e+03,1.104429375000000000e+05,-9.386674804687500000e+03,4.229206250000000000e+04,1.189504101562500000e+04,-1.096204687500000000e+04,6.144247656250000000e+04
2.928389453125000000e+04,2.053046562500000000e+05,1.120058007812500000e+04,-1.121552929687500000e+04,-1.873660156250000000e+03,7.189148437500000000e+03,1.593177246093750000e+03,3.753240722656250000e+03,-4.975706054687500000e+03,-1.740247192382812500e+03,5.519528125000000000e+04,-4.865550292968750000e+03,2.113241406250000000e+04,5.793758300781250000e+03,-5.686042968750000000e+03,3.074340234375000000e+04
6.904175781250000000e+04,4.928167187500000000e+05,2.829573437500000000e+04,-2.911921289062500000e+04,-3.971713867187500000e+02,2.018821875000000000e+04,8.434623046875000000e+03,5.261581054687500000e+03,-1.376327734375000000e+04,-1.581381958007812500e+03,1.317264218750000000e+05,-1.655231640625000000e+04,5.033369531250000000e+04,9.549899414062500000e+03,-1.945221484375000000e+04,7.441087500000000000e+04
1.876128515625000000e+04,1.313904531250000000e+05,7.145898437500000000e+03,-7.143089843750000000e+03,-1.264086181640625000e+03,4.554640625000000000e+03,9.467366333007812500e+02,2.461500000000000000e+03,-3.155717529296875000e+03,-1.154520996093750000e+03,3.533663671875000000e+04,-3.036596679687500000e+03,1.353101464843750000e+04,3.776885742187500000e+03,-3.547135742187500000e+03,1.966586914062500000e+04
1.038647656250000000e+04,8.221357031250000000e+04,5.994521484375000000e+03,-6.843721679687500000e+03,3.639798828125000000e+03,6.017088867187500000e+03,5.573804199218750000e+03,-2.509431152343750000e+03,-3.940485351562500000e+03,2.082229248046875000e+03,2.128348437500000000e+04,-7.165642578125000000e+03,8.041635253906250000e+03,-2.345141601562500000e+03,-8.490167968750000000e+03,1.296840234375000000e+04
